"MCF-7_Rep1"	"MCF-7_Rep2"	"MCF-7_Rep3"	"GM12892_Rep1"	"GM12892_Rep2"	"GM12892_Rep3"	"H1-hESC_Rep1"	"H1-hESC_Rep2"	"H1-hESC_Rep3"	"H1-hESC_Rep4"
"ACYP1"	14.1344	18.7988	8.57245	20.2115	9.21578	18.6056	15.0534	13.7698	14.5699	21.3047
"ACYP2"	4.69859	7.87339	2.1555	1.339	5.01567	1.36109	0.600902	0.877862	0.962902	0.674194
"ADA"	4.76962	8.97431	5.07311	42.5767	56.3517	26.7001	11.6201	18.0554	15.9807	8.19575
"ADAD1"	0	0	0	0	0	0	0	0	0	0
"ADAD2"	0.0302759	0.0175456	0.0358053	0.139671	0.0374773	0	0.173357	0.342687	0.257931	0.238866
"ADAL"	1.32276	2.04831	0.755874	3.72808	4.13447	4.68541	4.10509	4.12677	4.10505	4.9296
"ADAM1"	1.44909	0.42098	1.63608	1.1033	1.62522	1.56257	3.48409	3.51629	3.93074	3.54177
"ADAM10"	12.4462	37.5051	7.55597	12.3274	20.2103	14.3024	24.8586	18.5403	20.4618	30.177
"ADAM11"	1.28772	0.0194943	1.88257	0.128135	0.124731	0.0713283	1.79115	2.09947	2.19674	1.42758
"ADAM12"	0.0929146	0.437083	0.0698436	0.0785141	0.041567	0.0452631	0.105709	0.0596986	0.0781893	0.104549
"ADAM15"	54.2824	67.2238	118.674	3.76647	3.35573	1.709	13.8785	14.8553	14.1696	8.59195
"ADAM17"	11.1258	13.9843	7.2704	4.31763	5.40456	4.19941	8.57045	7.43615	7.73474	9.64551
"ADAM18"	0.0382221	0	0	0.0297112	0	0.0266156	0	0	0	0
"ADAM19"	0.297555	15.2714	0.125704	4.57774	10.7801	3.76669	4.74327	4.32589	4.68995	4.14554
"ADAM2"	0.189239	0	0.0370786	0	0	0	0.00994435	0.00954446	0	0
"ADAM20"	0.0122985	0	0.0174765	0.00715723	0.0403701	0.0898383	0.0187288	0.0269912	0.0370588	0.0287348
"ADAM21"	0.0258698	0.371282	0.0245005	0.207026	0.0424571	0.10124	0.0886935	0.127711	0.04382	0.0755
"ADAM21P1"	0	0.0528907	0	0.0150374	0.0188293	0.0269558	0	0.00628364	0.0193553	0
"ADAM22"	2.34871	0.016371	2.51833	3.74093	3.99387	3.00309	4.27058	3.02845	3.38364	4.59881
"ADAM23"	0.330074	1.29092	0.270435	8.61019	6.66052	7.04018	7.0724	6.64145	6.91103	6.76624
"ADAM28"	0	0.00541627	0.00500657	0.0195637	0	0.0881572	0.242751	0.207883	0.198206	0.19779
"ADAM29"	0.00542728	0	0.00514497	0	0	0	0	0.00794558	0	0
"ADAM30"	0	0	0	0	0	0	0	0	0	0
"ADAM32"	0.485626	0.00646586	0.280773	0.0220228	0	0.0131632	0.0096072	0.0276791	0.0379962	0.0441909
"ADAM33"	0	0	0.00466756	0	0.0107715	0	2.21945	2.67544	2.71566	1.41921
"ADAM3A"	0	0	0	0	0	0	0	0	0	0
"ADAM5P"	0	0	0	0	0	0	0	0	0	0
"ADAM6"	0	0	0	0	0	0	0	0	0	0
"ADAM7"	0	0	0	0.00774786	0	0	0	0	0	0
"ADAM8"	1.43643	6.25077	2.70734	23.1445	19.1553	7.20128	1.24076	1.53424	1.45679	0.728255
"ADAM9"	16.7749	65.6759	9.70592	7.12619	7.20114	6.84261	4.57172	3.43878	4.10753	5.56423
"ADAMDEC1"	0	0	0	0.31942	0.648914	0.386943	0	0	0	0
"ADAMTS1"	0.0430387	24.3095	0.0238407	0	0	0	4.78341	3.29738	3.87844	4.31533
"ADAMTS10"	0.0118604	0	0.0262707	0.022994	0.0519255	0.0329948	2.14053	2.49773	2.50697	1.33674
"ADAMTS12"	0	2.80304	0.00318986	2.2186	2.92621	1.92681	2.53372	2.07854	2.36123	1.77668
"ADAMTS13"	0.955883	0.681326	1.42931	0.908081	1.09594	0.490049	2.99437	3.48938	3.26134	1.94071
"ADAMTS14"	0.0726102	0.0324106	0.0299889	0.183574	0.0414645	0.151476	1.26137	1.23567	1.31956	0.875366
"ADAMTS15"	0.131238	0.700737	0.205066	0.0033915	0.00638503	0	1.40823	1.37349	1.20751	0.878585
"ADAMTS16"	0.0167219	0	0.0222359	0.0272275	0.292863	0.0279091	2.32547	1.9963	2.09804	1.72213
"ADAMTS17"	0.568199	0.0401334	1.11185	0.160563	0.0171126	0.15761	0.248306	0.374694	0.284676	0.165675
"ADAMTS18"	0.0279563	0	0.0159402	0.00650187	0.0122414	0.00583196	0.0761534	0.0410201	0.0339278	0.0855593
"ADAMTS19"	16.4437	0	14.7438	0	0.00714977	0	7.5116	6.27022	6.68685	7.8954
"ADAMTS2"	0.00243743	0.00250333	0	0	0	0.00508446	2.20992	2.19894	2.29873	1.21098
"ADAMTS20"	0.0606148	0	0.0767967	0	0	0	1.39367	1.06296	1.35276	1.41311
"ADAMTS3"	0.014204	0.0612584	0.00809853	0.0033035	0	0	1.23825	0.837795	0.95662	1.34412
"ADAMTS4"	0.0347652	0.138762	0.0513407	0.044932	0.00845586	0.040297	4.3286	4.18474	4.46131	2.95743
"ADAMTS5"	0	0.00347034	0	0	0	0	0.145387	0.0892969	0.130963	0.091679
"ADAMTS6"	0.402354	1.92935	0.139695	0.454674	2.52909	0.546952	0.215295	0.22232	0.260894	0.298365
"ADAMTS7"	1.24977	3.39401	1.32508	1.02159	0.376714	0.233013	19.2731	20.4733	20.0603	10.2002
"ADAMTS8"	0.00460695	0.00945359	0.0393357	0	0.0201676	0	6.27261	6.64808	5.85577	4.63918
"ADAMTS9"	0.190948	0.186899	0.422908	0.00261193	0.00491872	0	0.166413	0.0857415	0.122822	0.158856
"ADAMTS9-AS2"	0.0157025	0.0241306	0.0222785	0	0	0	0.0359837	0.0229414	0	0
"ADAMTSL1"	0.0439079	0.502239	0.0556708	0.0291709	0.0228906	0.00436129	0.449996	0.373126	0.453511	0.555793
"ADAMTSL2"	0.00452481	0.0046427	0	0.0526424	0	0.0516505	0.405317	0.43753	0.54371	0.201606
"ADAMTSL3"	0.25751	0.00689991	0.300194	0.0546738	0.0588347	0.0467087	0.223423	0.239962	0.234654	0.190017
"ADAMTSL4"	0.0877573	1.77705	0.171675	0.116347	0.113515	0.0832278	1.75609	2.13775	2.15699	1.40483
"ADAMTSL5"	1.50584	2.20224	3.601	0.05586	0.0262579	0.112689	0.237473	0.272145	0.253166	0.210329
"ADAP1"	10.6234	5.45996	22.4782	5.55767	1.55995	2.08367	3.08225	3.80593	3.1799	2.22019
"ADAP2"	0.487703	0.089746	0.479749	0.749605	0.314701	0.587246	0.228567	0.228686	0.301389	0.277503
"ADAR"	40.2877	29.192	37.1622	68.842	56.9815	51.5998	69.3935	62.3555	66.5013	63.0008
"ADARB1"	5.41585	9.4892	6.84065	0.833025	3.92699	0.924924	3.61628	3.23672	3.0053	2.65578
"ADARB2"	0.00388517	0	0.0203226	1.13825	0.255214	0.372779	0.267097	0.308061	0.309967	0.233687
"ADARB2-AS1"	0	0	0	0.165469	0	0.29559	0	0	0	0
"ADAT1"	12.5224	5.80864	13.143	4.40957	4.03928	4.97955	4.15474	3.78975	4.09956	4.28826
"ADAT2"	0.535687	2.01078	0.288428	3.42137	4.92249	3.81481	1.7686	1.77747	1.96417	2.38641
"ADAT3"	1.57717	1.84858	4.35171	1.77127	0.805554	0.0480903	3.02829	3.2193	3.39714	1.80723
"ADC"	0.232945	0.765263	0.227893	0.149665	0.10544	0.117384	0.135033	0.152539	0.168783	0.112131
"ADCK1"	5.74951	2.79097	8.65277	1.98719	1.55854	1.3237	6.10953	7.43895	7.67326	4.50854
"ADCK2"	15.0586	8.51491	22.431	8.77495	5.74897	5.66919	5.07765	5.51859	4.86711	3.25842
"ADCK3"	7.02866	4.47686	8.14669	9.57639	6.90322	4.88553	15.4096	15.2025	14.9368	11.0283
"ADCK4"	8.09547	8.09314	9.42456	7.56531	7.92819	4.49178	13.9168	16.3434	15.6204	7.34622
"ADCK5"	7.13776	5.53234	14.7171	3.98874	2.49025	1.26394	2.37944	2.8484	2.36829	1.00675
"ADCY1"	7.36383	0.809448	18.9884	9.9412	0.882427	5.82618	5.70071	5.28808	5.90034	4.89761
"ADCY10"	0.0100499	0.00687821	0.0063637	0.0116884	0.0146676	0.0139779	0.0152247	0.0245654	0.0101523	0.00787658
"ADCY2"	0	0	0.00956037	0.00292371	0	0	15.1938	15.6579	15.8198	12.3441
"ADCY3"	8.55072	11.5879	17.8147	21.894	19.7828	13.1521	8.78406	9.91558	9.3225	6.70572
"ADCY4"	0.014878	0.0254426	0.0329323	0.0692666	0.119549	0.0206937	0.0678396	0.101721	0.157345	0.0581024
"ADCY5"	1.46291	0.0233087	1.48535	0.0226323	0.0356388	0.033832	6.77918	6.99779	6.70004	4.46987
"ADCY6"	6.12996	6.13219	11.8669	0.0320953	0.0554952	0.0174481	10.2923	9.8603	10.5125	8.16914
"ADCY7"	0.83924	0.89774	1.18363	16.2837	14.2461	11.1196	1.26574	1.49993	1.53461	1.08945
"ADCY8"	0	0	0	0	0	0	2.30243	1.511	1.57834	1.88214
"ADCY9"	6.8947	3.88776	15.0582	0.0345523	0.0371837	0.0177114	3.09935	2.90457	2.67002	2.36738
"ADCYAP1"	0	0	0	0	0	0	0	0	0.00813108	0.0126115
"ADCYAP1R1"	0	0	0	0	0	0	5.08576	5.31293	5.83912	4.54006
"ADD1"	34.4144	39.4576	36.5756	38.8037	27.9409	22.1192	34.6102	34.8727	35.2268	31.9266
"ADD2"	0.00444806	0.041431	0	0.0206994	0.0485524	0.0190392	36.8575	35.8598	37.1329	29.9351
"ADD3"	2.51543	12.0057	1.2598	5.07557	4.01962	5.49617	14.9983	13.2883	14.6884	19.7798
"ADH1A"	0.0122154	0	0	0	0	0	0	0.0177808	0	0
"ADH1B"	0	0	0	0	0	0.00670056	0	0	0.00966835	0
"ADH1C"	0	0.012751	0	0	0	0.0130272	0	0	0	0
"ADH4"	0	0	0	0	0	0	0.0136924	0.0130554	0.0267988	0
"ADH5"	32.9337	90.0657	25.6418	32.9072	27.4288	31.2451	93.9718	95.902	91.7978	93.5495
"ADH6"	0.0264503	0.0540633	0	0	0	0.0276296	0.0204105	0.0384617	0.117626	0.0608312
"ADH7"	0.00836865	0.0428583	0	0.00887616	0	0	0	0	0	0
"ADHFE1"	0.563097	0.211377	0.558447	0.470113	0.882708	0.156769	1.09281	1.49944	1.58732	1.21906
"ADI1"	53.4863	31.6088	53.075	14.168	12.3164	10.7723	21.1238	17.5769	17.0853	17.306
"ADIG"	0	0	0	0	0	0	0	0	0	0
"ADIPOQ"	0	0	0.00692425	0	0.00798133	0	0	0.010692	0	0
"ADIPOR1"	49.6961	52.4015	58.7331	28.2668	28.077	26.6646	27.7211	28.874	29.1899	27.012
"ADIPOR2"	38.9279	30.402	38.5789	17.9965	14.8857	14.9675	15.3452	13.7828	14.3918	13.854
"ADK"	44.0904	51.3194	24.4062	32.4396	22.493	36.8876	13.5435	11.5112	10.1076	11.0147
"ADM"	2.14805	15.5653	1.54392	5.29077	1.08376	5.01835	58.4769	48.5824	47.3377	67.2215
"ADM2"	0.650877	1.95545	0.718976	0.293669	0.103621	0.106995	5.0911	5.69102	5.5999	3.77911
"ADNP"	46.0776	19.6382	33.3241	16.3698	19.915	18.8662	35.3862	32.2986	34.8447	36.4195
"ADNP2"	7.28396	5.99307	6.38783	8.38139	4.04397	5.17013	16.2358	16.0232	16.0516	15.0075
"ADO"	7.70114	7.71596	5.51113	11.551	11.7035	9.92875	8.0491	7.09759	7.32969	7.60162
"ADORA1"	1.3531	0.31234	1.16307	0.00723511	0.0272057	0	1.10321	1.78631	1.86363	0.755275
"ADORA2A"	0.114482	0.117346	0.261425	8.84669	9.74761	5.58027	3.48547	4.75168	4.59069	2.34131
"ADORA2B"	1.1706	25.3596	1.39091	0.0769828	0.330385	0.0197119	1.79371	2.02473	2.26055	1.48883
"ADORA3"	0.00778631	0	0.081017	0.130124	0.0700108	0.131904	0	0.0477113	0.0242712	0
"ADPGK"	16.5889	13.4097	15.2186	16.0838	18.3338	17.0415	13.5964	10.994	11.1668	11.48
"ADPRH"	0.526932	0.454678	0.462391	10.629	12.4708	9.27949	1.73588	1.54353	1.51738	1.19993
"ADPRHL1"	6.60628	0.566407	6.32616	0.944978	0.873956	0.564733	0.787904	0.673669	0.491245	0.543732
"ADPRHL2"	15.4687	22.8736	20.2706	25.1076	23.2211	19.57	16.2421	16.1286	14.515	10.6522
"ADRA1A"	0.00756897	0	0.0286441	0.0220326	0.00828009	0	0.197959	0.116897	0.113727	0.0736829
"ADRA1B"	0.0155047	0.563923	0	0	0.016961	0	0.0236825	0.0113271	0.0349258	0
"ADRA1D"	0.00646223	0.125869	0.00612021	0.0526549	0.0282819	0.0269756	0.167395	0.264668	0.18487	0.030176
"ADRA2A"	0.0651636	0	0.0164896	0.0101077	0.00950912	0	2.22855	3.01106	2.83796	1.44719
"ADRA2B"	0.234072	0.05869	0.241671	0.102895	0.0455376	0.0434189	2.55403	3.47319	3.31357	1.66855
"ADRA2C"	9.89216	0.00926704	27.3973	0.0105423	0	0	7.71882	8.51998	7.88939	3.67653
"ADRB1"	0.155692	0.0245602	0.130495	0.599369	3.19748	0.29994	0.0364652	0.0438126	0.0541495	0.0279921
"ADRB2"	0.0431995	6.10534	0.00816617	0.0503146	0	0.0360771	0.356912	0.302747	0.414447	0.301112
"ADRB3"	0	0	0	0	0	0	0.129063	0.057174	0.0490411	0.0608363
"ADRBK1"	37.9767	18.5728	83.8492	83.2774	41.2455	32.8695	23.4205	24.4282	23.7287	15.4602
"ADRBK2"	0.884585	3.19313	0.772733	4.55006	4.42211	5.24752	5.32279	4.10106	5.12943	5.6082
"ADRM1"	178.383	115.309	343.627	56.6993	29.7774	18.829	92.9117	103.774	89.0483	67.2324
"ADSL"	31.6071	46.5921	40.4005	76.4911	54.1744	60.5623	124.878	118.899	120.555	93.6797
"ADSS"	17.1342	26.0187	6.27474	20.283	17.7503	19.2481	30.5625	23.7711	20.8413	34.0505
"ADSSL1"	6.1116	0.311582	7.54078	0.0833962	0.0670859	0.0213514	2.58892	4.72588	4.76673	2.59137
"AEBP1"	0.217936	0.0295395	0.50347	0.0813176	0.153018	0.0257389	15.5829	18.6226	16.797	12.5665
"AEBP2"	5.14403	5.90039	2.61035	5.69193	8.56596	6.93745	8.19087	6.86879	8.0781	9.43568
"AEN"	16.547	14.1947	21.8447	23.0198	13.1644	11.0807	61.6189	54.104	51.2004	40.4479
"AES"	60.1599	153.67	96.3162	149.533	107.543	64.6007	95.9468	110.768	105.723	65.8843
"AFAP1"	6.95401	8.76628	5.52735	0.406153	0.0382438	0.154842	3.60736	3.25755	3.62666	3.1706
"AFAP1-AS1"	0.07268	0.0559841	0.00921226	0.0140847	0.0106088	0.0101073	0.0219827	0.0284471	0.033102	0.0228331
"AFAP1L1"	0.0556929	8.06746	0.0490907	0	0.00870802	0	1.29116	1.45194	1.64182	1.20488
"AFAP1L2"	9.7159	19.0456	7.75276	2.24019	5.88289	2.02977	1.91789	2.42472	2.36171	1.84575
"AFF1"	2.60214	5.74208	1.75326	10.0253	16.1217	11.1099	9.76825	7.42463	8.21598	11.2108
"AFF2"	0.0142843	0.0856682	0.00675439	0.00461467	0	0.0123347	1.17365	0.96848	1.14524	1.26546
"AFF3"	0.151316	0.0041439	0.283357	1.24592	4.2305	1.25182	0.194706	0.132034	0.146831	0.199841
"AFF4"	10.54	15.3729	5.10366	4.79341	5.64863	5.01091	8.07233	5.20742	6.91153	9.22048
"AFG3L1P"	10.5079	3.69827	22.7156	4.05183	3.56127	3.28692	7.53025	7.1313	7.55422	5.61674
"AFG3L2"	24.6733	27.8919	21.7671	30.0401	21.4353	22.739	32.4737	30.5349	29.5353	31.351
"AFM"	0	0	0	0	0	0	0.0271074	0	0.0132683	0
"AFMID"	7.10946	6.27318	7.17121	15.8717	11.918	16.8554	10.2455	10.7565	10.8204	12.9905
"AFP"	0	0.0177923	0	0	0	0	1.1564	0.634121	0.755193	1.55394
"AFTPH"	9.96352	6.84763	4.61328	19.5657	18.9503	18.0992	3.82671	3.12893	3.5505	4.53268
"AGA"	5.44662	6.95207	4.81079	8.11926	4.66852	6.36817	4.03568	4.47516	3.99212	3.54098
"AGAP1"	7.78827	4.06158	14.5855	0.00708426	0.0711668	0.0169538	7.11387	6.39454	6.97445	5.57774
"AGAP11"	0.951121	0.676736	1.02304	0.285057	0.229289	0.145414	0.568762	0.730037	0.87974	0.62993
"AGAP2"	1.49737	0.477884	2.75252	5.0742	3.12231	2.58496	0.745095	1.1192	1.04967	0.6561
"AGAP3"	24.2534	30.1859	42.3921	11.398	9.16386	4.5551	25.1045	24.7081	23.6582	17.9341
"AGAP4"	1.16104	1.07317	1.69816	2.06435	1.65648	1.59939	4.33147	3.92446	3.57348	2.89098
"AGAP5"	1.06024	0.952707	1.21066	2.3562	2.40107	1.94983	3.20765	2.57224	2.81382	2.31567
"AGAP6"	2.54316	2.20595	3.81987	4.39626	5.27208	3.92579	7.37598	6.796	7.57575	6.21679
"AGAP7"	1.3172	0.748048	2.5352	1.08599	2.3776	0.937664	5.03918	4.21114	4.80762	3.26993
"AGAP8"	1.54047	0.975081	1.82268	1.49672	1.77902	1.5213	3.04415	2.71996	3.05248	2.50973
"AGAP9"	0.774802	0.841155	1.15645	1.15799	1.36238	1.13268	2.90824	2.74599	2.66249	2.31669
"AGAP9"	0.762728	0.884776	1.22425	1.21156	1.55863	1.19486	2.96867	2.95113	2.95623	2.43788
"AGBL1"	0.00484408	0	0	0	0	0	0.00735882	0	0	0
"AGBL2"	0.249191	0.0723574	0.173946	0.656433	0.936489	0.618086	0.32847	0.523459	0.547064	0.584123
"AGBL3"	0.0191445	0.0638329	0.031779	0.283998	0.272368	0.169781	0.0508898	0.0560859	0.101234	0.112169
"AGBL4"	0.00571846	0.00586424	0	0	0.0125147	0	0	0.0251094	0.0258696	0.066869
"AGBL5"	12.809	10.7682	14.2553	10.4837	9.35702	7.47957	20.7866	22.3885	22.692	18.2065
"AGER"	2.14629	1.01367	2.67246	3.53876	5.12333	3.66723	6.17894	6.14181	7.1602	5.07298
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGFG1"	11.0334	9.28745	9.85424	9.06907	10.1195	10.1161	7.56821	6.38521	7.26073	7.18441
"AGFG2"	2.43404	1.72384	4.24514	6.3586	7.49635	3.59731	1.64208	1.79233	1.68896	1.22082
"AGGF1"	11.3272	7.80058	5.74174	5.7235	7.25967	7.10451	4.84182	4.06902	4.07886	5.41462
"AGK"	8.61539	7.15677	6.98509	16.4019	14.8256	15.4754	6.6869	8.06509	7.75233	7.53649
"AGL"	2.33171	5.82283	1.09097	7.32916	7.19911	7.62049	4.48587	2.92191	3.28229	5.58143
"AGMAT"	4.47688	0.348805	3.90466	2.12323	3.40842	1.72921	2.31495	2.70288	2.60657	2.05932
"AGMO"	0	0	0	0	0	0.0146165	0.170892	0.10238	0.0947867	0.163295
"AGPAT1"	15.112	38.9367	21.8388	19.2822	13.9612	8.96791	69.509	67.1854	63.6114	55.0666
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT2"	50.2235	25.2976	68.4562	5.02737	3.52993	1.38607	13.1952	15.2171	13.6777	8.05571
"AGPAT3"	15.533	5.40359	17.627	15.0668	15.3408	7.85663	1.67795	2.16921	2.12518	1.38318
"AGPAT4"	0.0332926	1.66931	0.025723	1.43701	0.505727	1.07639	5.57252	5.28819	5.36138	5.07338
"AGPAT4-IT1"	0.00963359	0.128199	0.027291	0.437708	0.33714	0.704061	0.989384	1.12427	0.821485	0.915663
"AGPAT5"	9.7666	10.7217	6.34699	21.8149	46.8068	28.6016	14.9177	12.7643	13.9082	17.6196
"AGPAT6"	6.47555	12.2504	7.98522	11.8039	7.16045	7.12771	14.1825	14.6938	14.4173	12.2279
"AGPAT9"	1.34476	7.46542	1.18914	0.166878	0.373415	0.128234	0.353888	0.359342	0.380005	0.366269
"AGPHD1"	4.48224	1.47838	2.58829	1.10963	0.265473	1.12757	1.16823	1.16004	1.20871	1.02581
"AGPS"	0.0599301	8.57646	0.00610569	8.25188	6.09245	7.93805	5.93327	5.14079	5.14355	7.75623
"AGR2"	281.989	2.38501	234.314	0	0	0.0844111	0.0315644	0	0	0
"AGR3"	34.1291	0	17.4816	0	0	0	0	0	0	0
"AGRN"	57.3549	104.873	120.102	16.6561	6.67389	2.7967	45.5056	45.1433	46.3682	25.3251
"AGRP"	0	0	0.0258965	0.359144	0.121676	0.23352	0	0.0400606	0	0
"AGSK1"	0.852869	0.576244	0.92547	1.40341	1.1893	0.501034	4.46296	5.58743	4.94858	2.31662
"AGSK1"	0.628865	0.408323	0.914436	1.21949	0.916136	0.484331	4.02314	4.37974	4.10962	1.97257
"AGSK1"	0.890801	0.539043	1.12762	1.46531	1.09188	0.507632	4.26165	5.53823	5.22391	2.35322
"AGT"	0.013384	0	0	0	0	0	0.0204025	0.0195732	0.040285	0.0312327
"AGTPBP1"	5.23612	4.75305	2.72633	7.25302	9.65679	7.85403	10.3478	8.94109	9.84591	12.7259
"AGTR1"	0.138335	0	0.0508921	0	0	0	0.011737	0	0.0117762	0.0182555
"AGTR2"	0.00590635	0	0.00559664	0	0	0.0616332	0	0	0	0
"AGTRAP"	19.034	71.1206	29.9052	4.912	4.02928	3.25669	39.267	46.4409	42.9322	27.3358
"AGXT"	0.102285	0	0.064289	0	0	0.0237372	0	0	0	0
"AGXT2"	0	0	0.0136672	0	0	0	0	0	0	0
"AGXT2L1"	0.0176801	0	0.0395798	0	0	0	0.725121	0.693322	0.584827	0.790792
"AGXT2L2"	9.33912	2.57971	12.6002	10.1825	11.0596	7.14711	4.29849	5.03576	5.22209	3.71048
"AHCTF1"	7.52097	11.0461	4.60955	6.28015	6.15489	6.64584	9.7391	6.55456	7.45512	11.5986
"AHCY"	108.62	186.263	157.783	96.9394	58.9663	57.8975	236.211	251.414	231.609	181.894
"AHCYL1"	46.8664	34.0277	38.6535	28.4736	24.3635	23.4794	34.526	36.4178	37.6859	34.1684
"AHCYL2"	4.46527	4.95398	4.42891	2.94505	2.07715	2.32826	8.28277	6.50825	7.20445	8.18325
"AHDC1"	3.59008	8.10613	7.84268	2.22147	2.63307	0.582183	6.528	6.81042	7.40915	4.40467
"AHI1"	2.88264	1.79329	1.61798	3.06125	2.21682	3.35679	2.37925	1.98526	1.89485	3.43329
"AHNAK"	34.9648	154.38	36.3149	12.6975	1.66861	7.38251	2.42731	2.75362	3.01909	2.30553
"AHNAK2"	5.30602	24.4697	4.22713	0.00820647	0.0309258	0	0.310107	0.456595	0.475165	0.204513
"AHR"	7.59685	11.4202	3.96667	11.208	8.81953	13.9427	1.35075	0.814026	1.17445	1.21304
"AHRR"	0.898048	0.127396	1.61466	16.1957	15.6143	8.84135	0.250426	0.195028	0.232956	0.180753
"AHSA1"	180.312	97.172	227.975	84.6003	47.7391	55.5356	92.9904	82.3032	79.9445	78.7156
"AHSA2"	9.07862	4.5166	8.49266	22.5943	23.8312	17.9199	12.2183	10.1233	11.6285	11.211
"AHSG"	0	0.366845	0.0327195	0.0539475	0	0	0.284815	0.337025	0.344842	0.454036
"AHSP"	0	0	0	0	0	0	3.19937	4.07208	2.45001	2.58286
"AICDA"	0.00614454	0	0	38.723	48.3442	67.7522	0	0.0179804	0	0.0143565
"AIDA"	20.9037	39.3341	9.69225	15.2086	12.8431	17.597	30.0966	27.0773	26.8344	39.9683
"AIF1"	0	0	0	41.2914	136.156	23.575	6.76917	7.10592	5.5319	7.33947
"AIF1"	0	0	0	0	0	0	0	0	0	0
"AIF1"	0	0	0	0	0	0	0	0	0	0
"AIF1"	0	0	0	0	0	0	0	0	0	0
"AIF1"	0	0	0	0	0	0	0	0	0	0
"AIF1"	0	0	0	0	0	0	0	0	0	0
"AIF1L"	50.3626	2.81273	43.9659	0.0117234	0.0110257	0	64.5081	65.3113	61.5627	54.9819
"AIFM1"	38.4993	22.4912	35.0555	29.7682	21.8087	21.0511	26.7541	27.4215	25.4334	25.9379
"AIFM2"	5.34831	2.87695	8.12994	12.0563	6.20867	6.83581	2.14778	2.65882	2.28289	1.26216
"AIFM3"	0.739651	0.0776629	1.48125	0.069192	0.248755	0.015822	0.521617	0.83597	0.66881	0.328513
"AIG1"	11.1013	42.9921	8.00622	11.1687	17.194	8.03878	21.2935	16.6039	14.7726	14.9621
"AIM1"	5.13531	29.0839	5.01311	16.3319	16.0882	15.5532	2.97294	2.95435	3.10292	3.21239
"AIM1L"	0.322839	1.1341	0.499122	0.0110428	0	0.0132061	2.45889	3.25604	2.84989	1.80169
"AIM2"	0	0.0758592	0	9.74643	4.83986	10.2038	1.07974	0.755932	0.478367	1.05431
"AIMP1"	17.3227	17.7179	7.7079	21.881	22.6852	20.7086	11.6468	10.0059	10.3521	16.9008
"AIMP2"	30.5444	21.5584	43.8569	19.9895	11.0972	11.6356	30.8104	30.3984	30.5091	24.713
"AIP"	47.2574	26.8661	82.6856	74.9713	64.9197	43.9603	16.5713	19.201	18.7207	11.8011
"AIPL1"	0.00411326	0.00632703	0.0175418	0.0143677	0	0	0.0963072	0.143152	0.14748	0.10061
"AIRE"	0	0.00924099	0	0.0630748	0.059225	0.0188435	0.0354714	0.0452431	0.0883701	0.0360441
"AJAP1"	0.172083	3.30439	0.454929	0	0	0	1.75237	1.89259	1.93748	1.40764
"AK1"	9.81939	18.06	15.4282	6.40346	3.01848	3.76502	7.75761	9.92187	9.36474	6.03859
"AK2"	31.195	50.3097	24.6678	77.1558	72.0036	64.6706	28.376	26.8282	27.3268	29.6652
"AK3"	13.6671	11.6184	4.9109	9.4172	19.4868	10.7482	4.12145	3.68924	3.72948	5.18629
"AK4"	3.11371	18.0653	2.34157	34.5177	35.3519	33.841	16.3134	13.412	14.8643	18.4473
"AK5"	0.0255184	0.0732938	0.00483964	0.0178158	0.0446811	0.042601	1.69333	1.70585	1.6153	1.62304
"AK7"	3.50865	0.0133462	2.70017	0.659227	0	0.679335	1.17053	1.50436	1.54845	1.29173
"AK8"	0.776668	0.153969	0.619793	0.175068	0.146158	0.0523057	0.255408	0.195136	0.237996	0.155328
"AKAP1"	34.8068	15.3818	41.3432	10.1572	7.54589	7.06913	42.5001	37.5217	40.4625	38.2202
"AKAP10"	5.81669	6.7831	5.25046	5.18482	7.39873	6.44334	7.34351	6.01285	6.3619	6.97098
"AKAP11"	6.7515	7.33356	3.06751	10.5515	13.2862	14.058	3.37946	2.33052	2.93786	4.57976
"AKAP12"	1.07811	11.6064	0.31415	0.0277622	0.48064	0.0166028	22.9746	22.4354	24.2063	22.9831
"AKAP13"	8.14531	6.35577	6.89875	18.9426	14.2354	11.0118	5.89781	5.7842	6.11951	5.6781
"AKAP14"	0.0245865	0	0.103451	0	0	0	0.976031	1.0079	1.10456	0.71999
"AKAP17A"	5.53604	4.78425	6.69693	12.5863	11.9514	7.28862	9.87998	9.05573	8.51937	6.63242
"AKAP17A"	5.53604	4.79975	6.70026	12.5614	11.9548	7.27696	9.85622	9.04799	8.51804	6.62582
"AKAP2"	0.260901	25.6863	0.136395	36.6323	31.5859	26.756	12.4295	10.2269	11.0103	12.914
